chart_position,title,artist,stream_count,date,track_id
50,Bye Bye,"by Capital Bra, Nimo","10,997",05/10/2019,60yqRJXgkrPEvP977ZIOWb
51,So Am I,by Ava Max,"10,838",05/10/2019,0uUNN1nSoUx1A4fkDCWDQ7
52,Gib Ihm,by SHIRIN DAVID,"10,830",05/10/2019,5iIgIxtMNeogKaFUfvuAbs
53,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),by Martin Garrix,"10,511",05/10/2019,7Feaw9WAEREY0DUOSXJLOM
54,Pass auf wen du liebst,by Ufo361,"10,350",05/10/2019,5NsCv3I7o0f6vSQScG01f1
55,Shallow,"by Lady Gaga, Bradley Cooper","10,134",05/10/2019,2VxeLyX666F8uXCJ0dZF8B
56,BUNDESWEIT (feat. Fler),by King Khalil,"9,750",05/10/2019,1BGZaiGDrczjcJzLyd88wn
57,Speechless (feat. Erika Sirola),by Robin Schulz,"9,724",05/10/2019,1rCcsYnmqbMYdkG7kS9GC5
58,Mercy Mercy,"by LX, Maxwell","9,599",05/10/2019,3Zg80xruh2KHx3jXrkSz6u
59,Herr Inspektor,by Seiler und Speer,"9,592",05/10/2019,2LoIqZWtpAo92Dp3d5WiZB
60,Kokain,"by Bonez MC, RAF Camora, Gzuz","9,539",05/10/2019,4Bj3usjRTckEJARO0dLbDf
61,Here With Me,"by Marshmello, CHVRCHES","9,211",05/10/2019,5icOoE6VgqFKohjWWNp0Ac
62,when the party's over,by Billie Eilish,"9,061",05/10/2019,43zdsphuZLzwA9k4DJhU0I
63,Perfekt (feat. Sofiane),"by RAF Camora, AriBeatz","8,902",05/10/2019,38KR9aB0bPkjM4gKhKr7tr
64,Capital Bra je m'appelle,by Capital Bra,"8,876",05/10/2019,5bAZzGAgjY3SZHmciyh8h7
65,Baller los,by MERO,"8,808",05/10/2019,1uNzKXVNwq7jwV0rhjXqLB
66,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","by Kygo, Rita Ora","8,801",05/10/2019,3y3brCCecHC3Db18aIOnny
67,Stay (Don't Go Away) [feat. Raye],by David Guetta,"8,555",05/10/2019,4YhN72dRYL2Z3MsaKyT7rS
68,In My Mind,"by Dynoro, Gigi D'Agostino","8,391",05/10/2019,0E9ZjEAyAwOXZ7wJC0PD33
69,Ferrari,"by Eno, MERO","8,381",05/10/2019,69ytBtCGuiXKRF1qXkthsR
70,Jay Jay,by MERO,"8,300",05/10/2019,3YxCKq3YPnTekAofhaHABZ
71,Giant (with Rag'n'Bone Man),by Calvin Harris,"8,218",05/10/2019,5itOtNx0WxtJmi1TQ3RuRd
72,Wow.,by Post Malone,"8,192",05/10/2019,6MWtB6iiXyIwun0YzU6DFP
73,3 Nights,by Dominic Fike,"8,168",05/10/2019,1tNJrcVe6gwLEiZCtprs1u
74,7 rings,by Ariana Grande,"8,150",05/10/2019,6ocbgoVGwYJhOv1GgI9NsF
75,Hobby Hobby,by MERO,"8,093",05/10/2019,0dmrz4V5kiezQAqQ3VqGob
76,wish you were gay,by Billie Eilish,"8,043",05/10/2019,3Fj47GNK2kUF0uaEDgXLaD
77,Tausend Tattoos,by Sido,"7,955",05/10/2019,2PAYSgrVOBz8RJqp9B7QLu
78,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",by KitschKrieg,"7,741",05/10/2019,4Nip6oiJU24LqcUEi7u19S
79,Van der Vaart,"by Capital Bra, Nash","7,733",05/10/2019,22X5tbeWf9jQQjl7zb63eU
80,JAJA,by Fero47,"7,664",05/10/2019,5z3vuYzS9UF6rD6TmBEdUf
81,Boy With Luv (feat. Halsey),by BTS,"7,655",05/10/2019,5KawlOMHjWeUjQtnuRs22c
82,Paradise,by Bazzi,"7,639",05/10/2019,7njKgVl3AnLflRad38o7AG
83,Sunflower - Spider-Man: Into the Spider-Verse,"by Post Malone, Swae Lee","7,475",05/10/2019,3KkXRkHbMCARz0aVfEt68P
84,Never Go Back,by Dennis Lloyd,"7,409",05/10/2019,2QrXzOqLCVDRZHkToA0tSR
85,Fragen,"by Azet, Zuna","7,378",05/10/2019,3gs4lX2JSAFc8v8piogE3i
86,Later Bitches,by The Prince Karma,"7,196",05/10/2019,2MhnrAz9dreS8zLzEuDflG
87,Souvenir,by Eno,"7,085",05/10/2019,5A2GDu00u74QrfSP3ca5s7
88,Let Me Down Slowly,by Alec Benjamin,"7,084",05/10/2019,2qxmye6gAegTMjLKEBoR3d
89,lovely,"by Billie Eilish, Khalid","7,061",05/10/2019,1NJcg626wLln4pGHpiV7mf
90,Millies,by Luciano,"7,053",05/10/2019,5lytS4eOWjLWKad2jipjc7
91,Body (feat. brando),by Loud Luxury,"7,043",05/10/2019,7K7MUBCnzgBAvMVW2RTWNs
92,Talk (feat. Disclosure),by Khalid,"7,017",05/10/2019,6TqXcAFInzjp0bODyvrWEq
93,Ohne mein Team,"by Bonez MC, RAF Camora, Maxwell","7,007",05/10/2019,05Mp2UJulSttxQ4E6hQPH3
94,Walk Me Home,by P!nk,"6,978",05/10/2019,6jfEZdUJ2Yla6h7gTJgKuo
95,Happier,"by Marshmello, Bastille","6,919",05/10/2019,2dpaYNEQHiRxtZbfNsse99
96,Cataleya,by Samra,"6,843",05/10/2019,3MrTi2XjvQCZm8V1P1ryuR
97,Blue Lagoon,"by Gringo, Nimo","6,842",05/10/2019,1h5MrUHi364AESVNuP0rIk
98,Casanova,"by Summer Cem, Bausa","6,808",05/10/2019,0jB0RNZIfaihaDKNmdrI40
99,Without Me,by Halsey,"6,804",05/10/2019,5p7ujcrUXASCNwRaWNHR1C
100,Steh auf,by Capital Bra,"6,719",05/10/2019,2IeMkz2ienHzdse2MsvKYv
101,Yapma,by C ARMA,"6,686",05/10/2019,1194zYf7UfSXP4omxVTmPa
102,Ya Salame,"by Luciano, Samra","6,681",05/10/2019,0EDSU9JYeKABA14OcOuM7b
103,On My Way,"by Alan Walker, Sabrina Carpenter, Farruko","6,676",05/10/2019,4n7jnSxVLd8QioibtTDBDq
104,Fading,"by Alle Farben, ILIRA","6,618",05/10/2019,2RP8Svo0pMwZXnVcmOffDw
105,Dior 2001,by RIN,"6,580",05/10/2019,2eNSyVH3sNPiAj9WpRYK73
106,DODI,by Shindy,"6,488",05/10/2019,63THFs9ovzO3WQsz4lzh0H
107,Click Click,"by Capital Bra, Samra","6,456",05/10/2019,0AKDcdzjQ7CNjrqfXgwnMt
108,FMFL 3.0,by 18 Karat,"6,412",05/10/2019,27gLwOU9v0yUwVB5c7nPWB
109,Be Alright,by Dean Lewis,"6,407",05/10/2019,5qrSlOut2rNAWv3ubArkNy
110,Mosaik,by Samra,"6,321",05/10/2019,5nGrQOgkGVzqTGJHyEPvVu
111,Schon ok,by Capital Bra,"6,298",05/10/2019,2s5nIYmnd65kDMLsPw1VuW
112,Truth Hurts,by Lizzo,"6,296",05/10/2019,5qmq61DAAOUaW8AUo8xKhh
113,Moonlight,by Gaullin,"6,248",05/10/2019,0A5gdlrpAuQqZ2iFgnqBFW
114,Falling Like The Stars,by James Arthur,"6,227",05/10/2019,15xWRPHQMeqgdkGzInx3PY
115,Cabriolet,by Capital Bra,"6,205",05/10/2019,5544wzOCuqHpqNELk3zYxA
116,Neymar,"by Capital Bra, Ufo361","6,150",05/10/2019,7ecGSqT8Ulbzhs5QwgWGVN
117,Kill This Love,by BLACKPINK,"6,076",05/10/2019,4pUCKHjJ4Ijewc37rRrvHn
118,Open Up,by Matt Simons,"6,069",05/10/2019,7KgqURVRaVhqgyKno2mc1D
119,Wild Stare,by Giant Rooks,"6,018",05/10/2019,2SClPoLfPJmwrr3EyfgRTS
120,Eastside (with Halsey & Khalid),by benny blanco,"5,908",05/10/2019,7FGq80cy8juXBCD2nrqdWU
121,Facetime,by Dardan,"5,907",05/10/2019,0oZyouBDStcJEUbTmSfys2
122,don't lie to me,by Lena,"5,885",05/10/2019,6hyl5rtrQw0FyGOWueYQsd
123,Swervin (feat. 6ix9ine),by A Boogie Wit da Hoodie,"5,875",05/10/2019,1wJRveJZLSb1rjhnUHQiv6
124,2002,by Anne-Marie,"5,838",05/10/2019,2BgEsaKNfHUdlh97KmvFyo
125,Bones (feat. OneRepublic),by Galantis,"5,716",05/10/2019,1pfgsjmxVZhoZpeDx6POKv
126,Say My Name,"by David Guetta, Bebe Rexha, J Balvin","5,712",05/10/2019,0YammaEkYSeo9vQYZ1OwS6
127,DEUTSCHLAND,by Rammstein,"5,638",05/10/2019,1T8IRUJBga0JXioJZvxjBR
128,Primo,by RAF Camora,"5,569",05/10/2019,7y5chiQbuvviOYUfUmOPqo
129,Herrscher des Olymps,by Dame,"5,496",05/10/2019,47DxaS3qNX5iSyj0qgxhr5
130,Copacabana,"by Leon Machère, Stard Ova, KALUMA","5,485",05/10/2019,214Mx6MSJhtaO1uPtZGqLH
131,Better Now,by Post Malone,"5,429",05/10/2019,7dt6x5M1jzdTEt8oCbisTK
132,all the good girls go to hell,by Billie Eilish,"5,423",05/10/2019,6IRdLKIyS4p7XNiP8r6rsx
133,you should see me in a crown,by Billie Eilish,"5,420",05/10/2019,3XF5xLJHOQQRbWya6hBp7d
134,Was du Liebe nennst,by Bausa,"5,406",05/10/2019,2hIY4sjfMeKwXXh2LvhrMo
135,What I Like About You (feat. Theresa Rex),by Jonas Blue,"5,402",05/10/2019,4NSW0Km5ZG60L8FthUebPJ
136,Power Over Me,by Dermot Kennedy,"5,360",05/10/2019,0OGNtqKkjI7FCE9HZ4Khgo
137,Risiko,"by Bonez MC, RAF Camora","5,356",05/10/2019,4HIv1dRF270YMyfvuxnF0d
138,Sollte so sein,by Capital Bra,"5,340",05/10/2019,08i2ITRSVDkuZ6vXhFMcGg
139,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",by DJ Snake,"5,305",05/10/2019,4w8niZpiMy6qz1mntFA5uM
140,I Don't Belong In This Club,"by Why Don't We, Macklemore","5,269",05/10/2019,45ZGEdLxCZvdMX9jWlsAAx
141,Nummer unterdrückt,"by Bonez MC, RAF Camora","5,233",05/10/2019,2SRVj6ceeIffVEm9NFyRHI
142,Bohemian Rhapsody - Remastered 2011,by Queen,"5,214",05/10/2019,4u7EnebtmKWzUH433cf5Qv
143,Viva la Dealer,"by SDP, Capital Bra","5,208",05/10/2019,2vuFdbSOLje3khV4rLSEpm
144,Close To Me (with Diplo) (feat. Swae Lee),by Ellie Goulding,"5,203",05/10/2019,5JEx7HbmvHQQswJCsoo9rA
145,Mišići,by Senidah,"5,180",05/10/2019,3wAbGoPmwSflsNuLJFUkty
146,bis um 3,"by KALIM, Nimo","5,165",05/10/2019,03SfDYmOPflD23iTL5qjiq
147,rockstar (feat. 21 Savage),by Post Malone,"5,157",05/10/2019,0e7ipj03S05BNilyu5bRzt
148,Dancing With A Stranger (with Normani),by Sam Smith,"5,147",05/10/2019,6Qs4SXO9dwPj5GKvVOv8Ki
149,HaifischNikez Allstars,"by LX, Maxwell, Bonez MC, Gzuz, Sa4","5,138",05/10/2019,0kLA41xkWzzYzMIEGFuDkP
150,Rise,"by Jonas Blue, Jack & Jack","5,132",05/10/2019,3KLygy1YWhmrQx0GRs7IOx
151,Piece Of Your Heart,"by MEDUZA, Goodboys","5,132",05/10/2019,1DFD5Fotzgn6yYXkYsKiGs
152,Schwarze Locken,by Capital Bra,"5,110",05/10/2019,2eovhRkEArV30G5LzLjqXn
153,Don't Stop Me Now - Remastered 2011,by Queen,"5,097",05/10/2019,5T8EDUDqKcs6OSOwEsfqG7
154,Melodien (feat. Juju),by Capital Bra,"5,094",05/10/2019,5d35jcJj7WjDQBOHCHPY6t
155,Chlorine,by Twenty One Pilots,"5,094",05/10/2019,23OXdR7YuUBVWh5hSnYJau
156,Kalt,by Capital Bra,"5,080",05/10/2019,19e0eJYmPzJtj516CM6hqH
157,thank you,by Lena,"5,000",05/10/2019,6dcWHkIgaklSNeT8tQRfpS
158,RADIO,by Rammstein,"4,996",05/10/2019,1D3oQLA2xghgE1agGmDlPT
159,In der Nacht,"by KC Rebell, RAF Camora, Kontra K","4,946",05/10/2019,6mUGF0w6dkOcEosV0EpKWm
160,World At Our Feet,by Timmy Trumpet,"4,926",05/10/2019,4Bl3vhxLgSmTxbHTFR7eyd
161,Lambo Diablo GT (feat. Nimo & Juju) - Remix,by Capo,"4,903",05/10/2019,3TMW1GOB1lsmvf8er2dE8g
162,ICE,by SHIRIN DAVID,"4,893",05/10/2019,2YC4rnhpt0sTIUcrIRHZSQ
163,Warnung,by Kontra K,"4,878",05/10/2019,3OgD9c7c6GhEWUK660Ezbr
164,Ticket,by Seeed,"4,847",05/10/2019,6frjeqCOrcb010qUtilQ0K
165,Ich liebe es (feat. XATAR & SAMY),by Capital Bra,"4,839",05/10/2019,71XGMPKmWtVxO7bGcGZhbn
166,Sixteen,by Ellie Goulding,"4,798",05/10/2019,4PkIDTPGedm0enzdvilLNd
167,Wer,"by Jigzaw, Nimo","4,789",05/10/2019,7rDQTLJHfihh90lauNKFag
168,UFF,"by Veysel, Gzuz","4,781",05/10/2019,3Rq0ElVcisouAl71RtnTUS
169,Mexican Mafia,by Capital Bra,"4,730",05/10/2019,5QvFVebeoSu9DLmxp2Eg8v
170,Getting Closer,by Justin Jesso,"4,709",05/10/2019,0CaFIddzu1rTVdmfoOGhre
171,Under Water - Club Edit,by AVEC,"4,705",05/10/2019,3Bf7jl5Xr38QhPKyDXeQAz
172,Mercedes,by Eno,"4,688",05/10/2019,3FHppoOv1gMexzC9XyMCFz
173,"break up with your girlfriend, i'm bored",by Ariana Grande,"4,657",05/10/2019,4kV4N9D1iKVxx1KLvtTpjS
174,Ala bin,by Seiler und Speer,"4,652",05/10/2019,6hSbkhKnY0INN355GvKmgO
175,ROMEO & JULIET,"by Loredana, Mozzik","4,621",05/10/2019,3uB8KqnEoQq5bTQ1JFHJ7Y
176,Ruin My Life,by Zara Larsson,"4,618",05/10/2019,5tAa8Uaqr4VvA3693mbIhU
177,Youngblood,by 5 Seconds of Summer,"4,612",05/10/2019,2iUXsYOEPhVqEBwsqP70rE
178,Lelele,"by Azet, Zuna","4,597",05/10/2019,61A9J4906Zkuqd22oasZVR
179,Cordula Grün,by Josh.,"4,591",05/10/2019,04L3tgiDrMKbfVeE6r6Ydy
180,Don't Give Up On Me Now (with Julie Bergan),by R3HAB,"4,511",05/10/2019,2ZEf4LZqhu9VbDx58rFKVn
181,So Close,"by NOTD, Felix Jaehn, Captain Cuts, Georgia Ku","4,504",05/10/2019,7FjZU7XFs7P9jHI9Z0yRhK
182,Always Remember Us This Way,by Lady Gaga,"4,468",05/10/2019,2rbDhOo9Fh61Bbu23T2qCk
183,WTF (feat. Amber Van Day),by HUGEL,"4,447",05/10/2019,0gn93i7HJt0calph67R5Wu
184,Hold My Girl,by George Ezra,"4,434",05/10/2019,42bbDWZ8WmXTH7PkYAlGLu
185,Tamam Tamam,by Summer Cem,"4,433",05/10/2019,2eRq2jwsZtb0uGH4qUsvT1
186,Hardcore High,by Juju,"4,422",05/10/2019,6eTCxwf1n7XZLucLtFn0Fo
187,Africa,by TOTO,"4,409",05/10/2019,2374M0fQpWi3dLnB54qaLX
188,Meer,by Luciano,"4,407",05/10/2019,1LcvTvRfWrQjrF6aymfugd
189,Palmen aus Plastik,"by Bonez MC, RAF Camora","4,392",05/10/2019,6wHRm1KR8pzVDPdmR6Qovj
190,MIDDLE CHILD,by J. Cole,"4,380",05/10/2019,2JvzF1RMd7lE3KmFlsyZD8
191,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",by KitschKrieg,"4,379",05/10/2019,1rciHe0jRJnF3J6CuAwOH0
192,Don't Stop Believin',by Journey,"4,352",05/10/2019,4bHsxqR3GMrXTxEPLuK5ue
193,Shape of You,by Ed Sheeran,"4,350",05/10/2019,7qiZfU4dY1lWllzX7mPBI3
194,One Night Stand,by Capital Bra,"4,350",05/10/2019,3AXtDUSO78KrGa9Rq8rWUS
195,Look Back at It,by A Boogie Wit da Hoodie,"4,327",05/10/2019,3Ol2xnObFdKV9pmRD2t9x8
196,Why so Serious,by Alice Merton,"4,326",05/10/2019,1FBzp2RXC04zE31DSCOqAY
197,Little Help,"by The BossHoss, Mimi & Josy","4,306",05/10/2019,3uQp3pxHqAcNTREQeZrbkv
198,Guadalajara (feat. Summer Cem),by Bausa,"4,297",05/10/2019,0UtKZM25fa8kqy1k3sCiXG
199,Power is Power (feat. The Weeknd & Travis Scott),"by SZA, Game of Thrones","4,297",05/10/2019,4cbdPT6uaBOgOQe3fLMofl
200,Leg,by Capital Bra,"4,289",05/10/2019,1fsDGaOPuMGv4lkdCA5yPK
1,Nautilus,by Shindy,"54,828",05/11/2019,7IkZpSOJKGXCGhqAvHs7FG
2,I Don't Care (with Justin Bieber),by Ed Sheeran,"44,710",05/11/2019,3HVWdVOQ0ZA45FuZGSfvns
3,Vermissen (feat. Henning May),by Juju,"35,242",05/11/2019,1SSzM044DUbVpYNNHWIhYJ
4,bad guy,by Billie Eilish,"29,607",05/11/2019,2Fxmhks0bxGSBdJ92vM42m
5,Rolex,"by Capital Bra, Summer Cem, KC Rebell","24,959",05/11/2019,38lQ7lYhN3eSWepnZHaiBF
6,Old Town Road (feat. Billy Ray Cyrus) - Remix,by Lil Nas X,"23,400",05/11/2019,6u7jPi22kF8CTQ3rb9DHE7
7,SOS,"by Avicii, Aloe Blacc","23,195",05/11/2019,6nDKrPlXdpomGBgAlO7UdP
8,Cherry Lady,by Capital Bra,"22,286",05/11/2019,3r1cV21xPMkgCmxk8VqWOB
9,Old Town Road,by Lil Nas X,"21,158",05/11/2019,53CJANUxooaqGOtdsBTh7O
10,Ghetto,"by Samra, Capital Bra, Brudi030, Kalazh44","21,010",05/11/2019,5h10tw9LYCWPFgqJttM2U0
11,Perdono,"by LX, Maxwell, Gzuz, Gallo Nero","20,963",05/11/2019,6vqwNBT87x37nNvfmuNTaJ
12,If I Can't Have You,by Shawn Mendes,"19,779",05/11/2019,6LsAAHotRLMOHfCsSfYCsz
13,1K Shotz,"by SosMula, Bonez MC","16,584",05/11/2019,2WueTxY1xyhYzGfDEq2eDX
14,Next,"by Ufo361, RIN","16,516",05/11/2019,1x4MJYA9mJRph3fygU51K4
15,Wie Papa,by Sido,"16,146",05/11/2019,1qr2aRlz6DfGg5jjcUTW9y
16,cOcO MAmA,by Dardan,"15,895",05/11/2019,0oOPa0AlLnjCO6eci0HIdH
17,Don't Call Me Up,by Mabel,"15,273",05/11/2019,5WHTFyqSii0lmT9R21abT8
18,Quarterback,by KC Rebell,"15,141",05/11/2019,0WGG3xWyW6AlXOaW6CHu4A
19,Someone You Loved,by Lewis Capaldi,"15,091",05/11/2019,2TIlqbIneP0ZY1O0EzYLlc
20,Ohne Sinn,by Sero El Mero,"15,033",05/11/2019,7KO3iofeNz34vOQgSnKuU1
21,Harami,by Samra,"14,979",05/11/2019,5xIODxqlpUnRVA9ewZUCug
22,Mary,by Bausa,"14,893",05/11/2019,6BZhkqUtaFJm57Hm5TTQSH
23,Con Calma,"by Daddy Yankee, Snow","14,774",05/11/2019,5w9c2J52mkdntKOmRLeM2m
24,Wir ticken,"by Capital Bra, Samra","14,718",05/11/2019,1ag6DENIjtcmRFCx5JjUng
25,Prinzessa,by Capital Bra,"14,658",05/11/2019,0Tq0EhQpVeQJwV3E3P5Jti
26,DNA,"by KC Rebell, Summer Cem, Capital Bra","14,261",05/11/2019,43DtCXAz2qUJ4YiTX6ICT0
27,2x,by Mathea,"13,819",05/11/2019,2pu5rVWy3zPlgypJzL3Mlw
28,500 PS,"by Bonez MC, RAF Camora","13,744",05/11/2019,4UOXo3xWnxYdTf3sFyRaUG
29,Wolke 10,by MERO,"13,672",05/11/2019,200cTjC6si5Xz9af2QeHi2
30,Wie im Traum,"by Ardian Bujupi, Fero47","13,404",05/11/2019,3ld409h4DdrdPJzEdeU1WS
31,Affalterbach,by Shindy,"12,962",05/11/2019,1L8LtC2s161XwY6YrtnQjw
32,Blackberry Sky,by Eno,"12,934",05/11/2019,11rBlJlRoWNj69twOOki03
33,Blei (feat. Veysel),by Kontra K,"12,843",05/11/2019,5kLUig6aFQQzY1n2TKzzYD
34,Sucker,by Jonas Brothers,"12,772",05/11/2019,4y3OI86AEP6PQoDE6olYhO
35,Bad Liar,by Imagine Dragons,"12,646",05/11/2019,2RSHsoi04658QL5xgQVov3
36,ME! (feat. Brendon Urie of Panic! At The Disco),by Taylor Swift,"12,374",05/11/2019,4Sib57MmYGJzSvkW84jTwh
37,Sweet but Psycho,by Ava Max,"12,267",05/11/2019,25sgk305KZfyuqVBQIahim
38,Homicide (feat. Eminem),by Logic,"12,026",05/11/2019,2MuMD298IpYqKF367wegUd
39,Benzema,by Capital Bra,"11,805",05/11/2019,0gyO8zq1Hw5GTQ33EXcc40
40,Alleen,by KC Rebell,"11,545",05/11/2019,0geta4Y77R76wvOVlGWnsl
41,bury a friend,by Billie Eilish,"10,681",05/11/2019,4SSnFejRGlZikf02HLewEF
42,High Hopes,by Panic! At The Disco,"10,578",05/11/2019,1rqqCSm0Qe4I9rUvWncaom
43,Puerto Rico,by Fero47,"10,223",05/11/2019,0ypCvaP431mEM6znlVHNRP
44,Bella Donna,by Pietro Lombardi,"10,089",05/11/2019,3v9OYjvyB1tJ9sMrZIlfcz
45,Earth,by Lil Dicky,"9,983",05/11/2019,2S1LebN6AXXQqJolBxlWgO
46,So Am I,by Ava Max,"9,899",05/11/2019,0uUNN1nSoUx1A4fkDCWDQ7
47,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),by Martin Garrix,"9,885",05/11/2019,7Feaw9WAEREY0DUOSXJLOM
48,i'm so tired...,"by Lauv, Troye Sivan","9,807",05/11/2019,7COXchtUOMd6uIT6HvmRaI
49,Bye Bye,"by Capital Bra, Nimo","9,701",05/11/2019,60yqRJXgkrPEvP977ZIOWb
50,Gib Ihm,by SHIRIN DAVID,"9,469",05/11/2019,5iIgIxtMNeogKaFUfvuAbs
51,Shoote ma Shoote,by Samra,"9,430",05/11/2019,7FOQJQcTDqzXZJ72hZikCl
52,Herr Inspektor,by Seiler und Speer,"9,339",05/11/2019,2LoIqZWtpAo92Dp3d5WiZB
53,Shallow,"by Lady Gaga, Bradley Cooper","9,213",05/11/2019,2VxeLyX666F8uXCJ0dZF8B
54,1975,"by MAJAN, Cro","8,849",05/11/2019,6mf2YhtRwQUdnORRrRQ3hP
55,Pass auf wen du liebst,by Ufo361,"8,738",05/11/2019,5NsCv3I7o0f6vSQScG01f1
56,Speechless (feat. Erika Sirola),by Robin Schulz,"8,427",05/11/2019,1rCcsYnmqbMYdkG7kS9GC5
57,Mercy Mercy,"by LX, Maxwell","8,364",05/11/2019,3Zg80xruh2KHx3jXrkSz6u
58,Kokain,"by Bonez MC, RAF Camora, Gzuz","8,292",05/11/2019,4Bj3usjRTckEJARO0dLbDf
59,Here With Me,"by Marshmello, CHVRCHES","8,238",05/11/2019,5icOoE6VgqFKohjWWNp0Ac
60,when the party's over,by Billie Eilish,"8,216",05/11/2019,43zdsphuZLzwA9k4DJhU0I
61,In My Mind,"by Dynoro, Gigi D'Agostino","8,088",05/11/2019,0E9ZjEAyAwOXZ7wJC0PD33
62,Baller los,by MERO,"8,057",05/11/2019,1uNzKXVNwq7jwV0rhjXqLB
63,Capital Bra je m'appelle,by Capital Bra,"8,004",05/11/2019,5bAZzGAgjY3SZHmciyh8h7
64,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","by Kygo, Rita Ora","7,977",05/11/2019,3y3brCCecHC3Db18aIOnny
65,3 Nights,by Dominic Fike,"7,968",05/11/2019,1tNJrcVe6gwLEiZCtprs1u
66,Tough Love,"by Avicii, Agnes, Vargas & Lagola","7,939",05/11/2019,4XZxalvnG4Yo8YZLuiT1kV
67,Jay Jay,by MERO,"7,756",05/11/2019,3YxCKq3YPnTekAofhaHABZ
68,7 rings,by Ariana Grande,"7,534",05/11/2019,6ocbgoVGwYJhOv1GgI9NsF
69,Hobby Hobby,by MERO,"7,531",05/11/2019,0dmrz4V5kiezQAqQ3VqGob
70,Giant (with Rag'n'Bone Man),by Calvin Harris,"7,468",05/11/2019,5itOtNx0WxtJmi1TQ3RuRd
71,Wow.,by Post Malone,"7,447",05/11/2019,6MWtB6iiXyIwun0YzU6DFP
72,Paradise,by Bazzi,"7,433",05/11/2019,7njKgVl3AnLflRad38o7AG
73,Ferrari,"by Eno, MERO","7,405",05/11/2019,69ytBtCGuiXKRF1qXkthsR
74,Tausend Tattoos,by Sido,"7,383",05/11/2019,2PAYSgrVOBz8RJqp9B7QLu
75,Perfekt (feat. Sofiane),"by RAF Camora, AriBeatz","7,355",05/11/2019,38KR9aB0bPkjM4gKhKr7tr
76,Never Go Back,by Dennis Lloyd,"7,182",05/11/2019,2QrXzOqLCVDRZHkToA0tSR
77,Boy With Luv (feat. Halsey),by BTS,"7,061",05/11/2019,5KawlOMHjWeUjQtnuRs22c
78,Later Bitches,by The Prince Karma,"7,059",05/11/2019,2MhnrAz9dreS8zLzEuDflG
79,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",by KitschKrieg,"6,988",05/11/2019,4Nip6oiJU24LqcUEi7u19S
80,wish you were gay,by Billie Eilish,"6,976",05/11/2019,3Fj47GNK2kUF0uaEDgXLaD
81,JAJA,by Fero47,"6,866",05/11/2019,5z3vuYzS9UF6rD6TmBEdUf
82,Happier,"by Marshmello, Bastille","6,849",05/11/2019,2dpaYNEQHiRxtZbfNsse99
83,Sunflower - Spider-Man: Into the Spider-Verse,"by Post Malone, Swae Lee","6,827",05/11/2019,3KkXRkHbMCARz0aVfEt68P
84,Van der Vaart,"by Capital Bra, Nash","6,798",05/11/2019,22X5tbeWf9jQQjl7zb63eU
85,Talk (feat. Disclosure),by Khalid,"6,617",05/11/2019,6TqXcAFInzjp0bODyvrWEq
86,Walk Me Home,by P!nk,"6,588",05/11/2019,6jfEZdUJ2Yla6h7gTJgKuo
87,Fragen,"by Azet, Zuna","6,438",05/11/2019,3gs4lX2JSAFc8v8piogE3i
88,lovely,"by Billie Eilish, Khalid","6,429",05/11/2019,1NJcg626wLln4pGHpiV7mf
89,Body (feat. brando),by Loud Luxury,"6,416",05/11/2019,7K7MUBCnzgBAvMVW2RTWNs
90,Casanova,"by Summer Cem, Bausa","6,324",05/11/2019,0jB0RNZIfaihaDKNmdrI40
91,Ohne mein Team,"by Bonez MC, RAF Camora, Maxwell","6,314",05/11/2019,05Mp2UJulSttxQ4E6hQPH3
92,Let Me Down Slowly,by Alec Benjamin,"6,240",05/11/2019,2qxmye6gAegTMjLKEBoR3d
93,On My Way,"by Alan Walker, Sabrina Carpenter, Farruko","6,170",05/11/2019,4n7jnSxVLd8QioibtTDBDq
94,Cataleya,by Samra,"6,147",05/11/2019,3MrTi2XjvQCZm8V1P1ryuR
95,Souvenir,by Eno,"6,129",05/11/2019,5A2GDu00u74QrfSP3ca5s7
96,Yapma,by C ARMA,"6,097",05/11/2019,1194zYf7UfSXP4omxVTmPa
97,Be Alright,by Dean Lewis,"6,093",05/11/2019,5qrSlOut2rNAWv3ubArkNy
98,Without Me,by Halsey,"5,978",05/11/2019,5p7ujcrUXASCNwRaWNHR1C
99,Open Up,by Matt Simons,"5,965",05/11/2019,7KgqURVRaVhqgyKno2mc1D
100,Fading,"by Alle Farben, ILIRA","5,950",05/11/2019,2RP8Svo0pMwZXnVcmOffDw
101,BUNDESWEIT (feat. Fler),by King Khalil,"5,939",05/11/2019,1BGZaiGDrczjcJzLyd88wn
102,Steh auf,by Capital Bra,"5,870",05/11/2019,2IeMkz2ienHzdse2MsvKYv
103,don't lie to me,by Lena,"5,833",05/11/2019,6hyl5rtrQw0FyGOWueYQsd
